strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,valid_window_count,robust_validation_score,mean_validation_net_return,median_validation_net_return,min_validation_net_return,worst_window_max_drawdown,worst_window_divergent_loss,positive_window_rate,validation_top_rank_rate,windows_won,mean_validation_total_fees,mean_validation_total_transaction_cost,mean_validation_fee_to_tx_cost_ratio,mean_validation_rebalance_count,eligible
ewma,volatility,ewma,2.0,0.95,0.6,False,5.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.008960942744995206,0.0037084585542024318,0.0037084585542024318,0.0037084585542024318,1.140260537116931e-06,0.0037084585542024318,1.0,0.0,0,5.450527710851494,1.1611446362722009,4.694098857787564,1.0,True
ewma,volatility,ewma,2.0,0.95,0.6,False,3.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.008960942744995206,0.0037084585542024318,0.0037084585542024318,0.0037084585542024318,1.140260537116931e-06,0.0037084585542024318,1.0,0.0,0,5.450527710851494,1.1611446362722009,4.694098857787564,1.0,True
ewma,volatility,ewma,0.5,0.95,0.8,False,3.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,2,0.007208559654047586,0.003474047019394133,0.003474047019394133,0.0027852908063865645,0.0,0.0027852908063865645,1.0,0.0,0,4.250177709010325,1.6628967560557626,2.5558879067702036,3.0,True
ewma,volatility,ewma,1.5,0.95,0.8,False,5.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.007106823222620103,0.0028884482577060666,0.0028884482577060666,0.0028884482577060666,0.0,0.0028884482577060666,1.0,0.0,0,3.8585456765650346,1.0205723909970963,3.780766274497438,3.0,True
ewma,volatility,ewma,3.0,0.99,0.5,False,15.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.0063122274326969235,0.0025151055341863238,0.0025151055341863238,0.0025151055341863238,0.0,0.0025151055341863238,1.0,0.0,0,3.5419987021940695,0.98282402677244,3.603899177990052,0.0,True
ewma,volatility,ewma,2.25,0.95,0.5,True,1.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.0063122274326969235,0.0025151055341863238,0.0025151055341863238,0.0025151055341863238,0.0,0.0025151055341863238,1.0,0.0,0,3.5419987021940695,0.98282402677244,3.603899177990052,0.0,True
ewma,volatility,ewma,2.25,0.95,0.5,False,1.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.0063122274326969235,0.0025151055341863238,0.0025151055341863238,0.0025151055341863238,0.0,0.0025151055341863238,1.0,0.0,0,3.5419987021940695,0.98282402677244,3.603899177990052,0.0,True
ewma,volatility,ewma,1.75,0.99,0.3,True,5.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.006185982044916436,0.0024984481128311753,0.0024984481128311753,0.0024984481128311753,0.0,0.0024984481128311753,1.0,0.0,0,3.5437859976733805,1.0790810801699342,3.2840775941649385,1.0,True
ewma,volatility,ewma,2.0,0.99,0.3,True,5.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.006185982044916436,0.0024984481128311753,0.0024984481128311753,0.0024984481128311753,0.0,0.0024984481128311753,1.0,0.0,0,3.5437859976733805,1.0790810801699342,3.2840775941649385,1.0,True
ewma,volatility,ewma,2.0,0.99,0.4,True,5.0,,,,,,,,1,spot,100.0,1200.0,0.073,0.022,False,1,0.006185982044916436,0.0024984481128311753,0.0024984481128311753,0.0024984481128311753,0.0,0.0024984481128311753,1.0,0.0,0,3.5437859976733805,1.0790810801699342,3.2840775941649385,1.0,True
