window_index,window_start,window_end,train_event_count,train_swap_count,train_liquidity_event_count,val_event_count,val_swap_count,skipped_reason,strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,train_rank,validation_rank,train_composite,train_net_return,train_max_drawdown,train_time_in_range,train_episode_count,train_rebalance_count,train_total_fees,train_total_transaction_cost,train_fee_to_transaction_cost_ratio,train_total_price_impact_cost,train_final_value,train_divergent_loss,validation_composite,validation_net_return,validation_max_drawdown,validation_time_in_range,validation_episode_count,validation_rebalance_count,validation_total_fees,validation_total_transaction_cost,validation_fee_to_transaction_cost_ratio,validation_total_price_impact_cost,validation_final_value,validation_divergent_loss
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.0075,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,1,90,-0.014881701557244505,-0.00578322303032186,0.009965759329042994,0.99,2,1,3.1325563700446435,1.315962846986691,2.380429187053124,0.2338730519162855,1193.0601323636138,-0.00578322303032186,0.0017652106266011949,0.001382887161121893,2.5831144291414226e-05,0.96,1,0,1.4779346608828188,0.9826433957512626,1.5040396824250675,4.604813533653334e-06,1201.6594645933462,0.001382887161121893
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.01,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,2,91,-0.014881701557244505,-0.00578322303032186,0.009965759329042994,0.99,2,1,3.1325563700446435,1.315962846986691,2.380429187053124,0.2338730519162855,1193.0601323636138,-0.00578322303032186,0.0017652106266011949,0.001382887161121893,2.5831144291414226e-05,0.96,1,0,1.4779346608828188,0.9826433957512626,1.5040396824250675,4.604813533653334e-06,1201.6594645933462,0.001382887161121893
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.015,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,3,92,-0.014881701557244505,-0.00578322303032186,0.009965759329042994,0.99,2,1,3.1325563700446435,1.315962846986691,2.380429187053124,0.2338730519162855,1193.0601323636138,-0.00578322303032186,0.0017652106266011949,0.001382887161121893,2.5831144291414226e-05,0.96,1,0,1.4779346608828188,0.9826433957512626,1.5040396824250675,4.604813533653334e-06,1201.6594645933462,0.001382887161121893
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.02,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,4,93,-0.014881701557244505,-0.00578322303032186,0.009965759329042994,0.99,2,1,3.1325563700446435,1.315962846986691,2.380429187053124,0.2338730519162855,1193.0601323636138,-0.00578322303032186,0.0017652106266011949,0.001382887161121893,2.5831144291414226e-05,0.96,1,0,1.4779346608828188,0.9826433957512626,1.5040396824250675,4.604813533653334e-06,1201.6594645933462,0.001382887161121893
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.005,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,5,94,-0.01563763077536757,-0.006536143828845042,0.00950133552213349,0.99,6,5,3.054787070142412,2.0479951024156655,1.4915988161002964,0.2453261775527782,1192.156627405386,-0.006536143828845042,0.0017652106266011949,0.001382887161121893,2.5831144291414226e-05,0.96,1,0,1.4779346608828188,0.9826433957512626,1.5040396824250675,4.604813533653334e-06,1201.6594645933462,0.001382887161121893
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.02,,0.04,0.0075,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,6,40,-0.015694148944771766,-0.0060277636226849785,0.010625155136572136,0.77,5,4,5.242529750517831,2.0097982505342302,2.6084855776565132,0.27480739671543514,1192.766683652778,-0.0060277636226849785,0.0040520245235669255,0.0028669020729865657,1.7018146701445634e-05,0.96,1,0,3.3128947930908454,0.9956910798990107,3.3272315680751707,4.73786070607733e-06,1203.4402824875838,0.0028669020729865657
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.04,,0.04,0.0075,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,7,77,-0.015780737541792326,-0.006187146930286658,0.01046125912636485,0.975,2,1,3.318902113578158,1.3937047992909404,2.381352288710406,0.23538151991641598,1192.575423683656,-0.006187146930286658,0.002353216420324289,0.0017220914022544331,2.381445145731191e-05,0.96,1,0,1.8973551491289087,0.9856257307095928,1.9250259911162466,4.635057339007862e-06,1202.0665096827054,0.0017220914022544331
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.04,,0.04,0.01,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,8,78,-0.015780737541792326,-0.006187146930286658,0.01046125912636485,0.975,2,1,3.318902113578158,1.3937047992909404,2.381352288710406,0.23538151991641598,1192.575423683656,-0.006187146930286658,0.002353216420324289,0.0017220914022544331,2.381445145731191e-05,0.96,1,0,1.8973551491289087,0.9856257307095928,1.9250259911162466,4.635057339007862e-06,1202.0665096827054,0.0017220914022544331
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.04,,0.04,0.015,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,9,79,-0.015780737541792326,-0.006187146930286658,0.01046125912636485,0.975,2,1,3.318902113578158,1.3937047992909404,2.381352288710406,0.23538151991641598,1192.575423683656,-0.006187146930286658,0.002353216420324289,0.0017220914022544331,2.381445145731191e-05,0.96,1,0,1.8973551491289087,0.9856257307095928,1.9250259911162466,4.635057339007862e-06,1202.0665096827054,0.0017220914022544331
0,2026-03-12T15:00:55+00:00,2026-03-15T10:23:37+00:00,200,200,0,50,50,,paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.04,,0.04,0.02,-0.01,0.05,,1,spot,100.0,1200.0,0.073,0.022,False,10,80,-0.015780737541792326,-0.006187146930286658,0.01046125912636485,0.975,2,1,3.318902113578158,1.3937047992909404,2.381352288710406,0.23538151991641598,1192.575423683656,-0.006187146930286658,0.002353216420324289,0.0017220914022544331,2.381445145731191e-05,0.96,1,0,1.8973551491289087,0.9856257307095928,1.9250259911162466,4.635057339007862e-06,1202.0665096827054,0.0017220914022544331
