window_index,window_start,window_end,train_event_count,train_swap_count,train_liquidity_event_count,val_event_count,val_swap_count,skipped_reason,strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,train_rank,validation_rank,train_composite,train_net_return,train_max_drawdown,train_time_in_range,train_episode_count,train_rebalance_count,train_total_fees,train_total_transaction_cost,train_fee_to_transaction_cost_ratio,train_total_price_impact_cost,train_final_value,train_divergent_loss,validation_composite,validation_net_return,validation_max_drawdown,validation_time_in_range,validation_episode_count,validation_rebalance_count,validation_total_fees,validation_total_transaction_cost,validation_fee_to_transaction_cost_ratio,validation_total_price_impact_cost,validation_final_value,validation_divergent_loss
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.95,0.3,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,1,6,-0.04638435645342635,-0.009331673174952426,0.03705268327847392,0.6933333333333334,4,3,3.0498266160033394,1.7311150020713642,1.7617700801818896,0.06549580374572628,445.8007470712714,-0.009331673174952426,-0.008794203928787693,-0.004945855588274095,0.003848348340513599,0.96,2,1,0.47376906001879066,0.9384702253361373,0.5048312106535912,0.07851995854104032,447.77436498527663,-0.004945855588274095
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.975,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,2,1,-0.04875899451791872,-0.009137283005976382,0.03962171151194234,0.6833333333333333,10,9,3.421663945650956,4.075914280749307,0.8394837844877161,0.061883108974598144,445.8882226473106,-0.009137283005976382,-0.007072426847637179,-0.004085441549839586,0.002986985297797593,0.9333333333333333,2,1,0.47933623287707533,0.9222364447340883,0.5197541645790024,0.07822559402868023,448.1615513025722,-0.004085441549839586
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,2.75,0.95,0.3,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,3,7,-0.04990621268149757,-0.012191551064841821,0.03771466161665575,0.5566666666666666,6,5,3.103063419604119,2.531115002071364,1.2259669817707592,0.06549580374572628,444.5138020208212,-0.012191551064841821,-0.008794203928787693,-0.004945855588274095,0.003848348340513599,0.96,2,1,0.47376906001879066,0.9384702253361373,0.5048312106535912,0.07851995854104032,447.77436498527663,-0.004945855588274095
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.95,0.7,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,4,17,-0.05003454837304546,-0.00770193417442977,0.04233261419861569,0.94,11,10,2.734331134889403,4.595124740505814,0.5950504696393547,0.10989207902920839,446.5341296215066,-0.00770193417442977,-0.009946068388046899,-0.005536777850611241,0.004409290537435659,0.9333333333333333,4,3,0.38885357718515523,1.7174930595669042,0.22640765563455112,1.2894073072508107e-06,447.5084499672249,-0.005536777850611241
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.95,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,5,8,-0.05007511200052411,-0.012106415518844948,0.03796869648167916,0.69,7,6,3.0221776244225143,2.931115002071364,1.031067570629879,0.06549580374572628,444.5521130165198,-0.012106415518844948,-0.008794203928787693,-0.004945855588274095,0.003848348340513599,0.96,2,1,0.47376906001879066,0.9384702253361373,0.5048312106535912,0.07851995854104032,447.77436498527663,-0.004945855588274095
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.975,0.4,False,10.0,,,,,,,,1,spot,100.0,450.0,,,False,6,2,-0.0501935072111608,-0.009867075489085608,0.040326431722075194,0.6833333333333333,11,10,3.419901786212251,4.4848798147393945,0.7625403416548351,0.061989835993185416,445.5598160299115,-0.009867075489085608,-0.007072426847637179,-0.004085441549839586,0.002986985297797593,0.9333333333333333,2,1,0.47933623287707533,0.9222364447340883,0.5197541645790024,0.07822559402868023,448.1615513025722,-0.004085441549839586
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.99,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,7,9,-0.05147295498596774,-0.009282044340562456,0.04219091064540528,0.6666666666666666,14,13,3.386809029230288,5.675914280749309,0.5966984104599932,0.061883108974598144,445.8230800467469,-0.009282044340562456,-0.008927648750400557,-0.005012541223208489,0.00391510752719207,0.9333333333333333,4,3,0.6157369999581104,1.722236444734088,0.35752175715523177,0.07822559402868023,447.74435644955616,-0.005012541223208489
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.95,0.8,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,8,16,-0.051527112341272364,-0.007661974049006703,0.04386513829226566,0.93,12,11,2.3573271389847537,4.995124740505815,0.47192557972957583,0.10989207902920839,446.552111677947,-0.007661974049006703,-0.009946068388046566,-0.00553677785061113,0.004409290537435437,0.9333333333333333,4,3,0.38885357718515523,1.7174930595669042,0.22640765563455112,1.2894073072508107e-06,447.508449967225,-0.00553677785061113
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,3.0,0.975,0.3,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,9,3,-0.05160431283692208,-0.0117067080512393,0.03989760478568278,0.5533333333333333,11,10,3.5907257565013055,4.4863389471692,0.8003688082388402,0.062026852072213146,444.7319813769423,-0.0117067080512393,-0.007275415130957712,-0.004186879750242345,0.003088535380715367,0.9333333333333333,2,1,0.5339947424295035,0.9222364447340883,0.5790215139279951,0.07822559402868023,448.1159041123909,-0.004186879750242345
0,2026-04-23T18:46:49+00:00,2026-04-24T14:22:24+00:00,308,300,8,75,75,,ewma,volatility,ewma,2.25,0.95,0.6,False,15.0,,,,,,,,1,spot,100.0,450.0,,,False,10,12,-0.05181226201058983,-0.009884418905594772,0.04192784310499506,0.67,11,10,3.4924374928392337,4.595124740505814,0.7600310524877719,0.10989207902920839,445.55201149248234,-0.009884418905594772,-0.009068846452647985,-0.005083101161854731,0.003985745290793255,0.9333333333333333,4,3,0.5337981404752871,1.722236444734088,0.3099447477768972,0.07822559402868023,447.71260447716537,-0.005083101161854731
