pool,strategy,method,grid_rows,best_composite_net_return_pct,best_composite_max_drawdown_pct,best_composite_fees_usd,best_composite_tx_cost_usd,best_composite_rebalances,max_return_net_return_pct,max_return_max_drawdown_pct,max_return_fees_usd,max_return_tx_cost_usd,max_return_rebalances
uni_base,ewma,Base EWMA,2640,0.8794640447402999,1.4365128562001501,48.591582208806706,7.8193839130702685,41,0.89490760542216,1.5662241884115702,43.416479933388615,12.937148950005804,109
uni_base,paper,Base Paper,3840,1.44753026993773,1.00100748314699,15.026344499135648,1.4306510365311833,1,1.59951341767041,1.17166894924117,30.59292287996462,4.942445763060851,25
uni_bsc,ewma,BSC EWMA,2640,-0.19115832360108,4.23326141986156,4.9386241568900475,4.595124740505814,10,-0.10490845930447,4.38651382922656,4.701732860714024,4.995124740505815,11
uni_bsc,paper,BSC Paper,3840,0.7076758258639,2.66813124230935,2.213623774284855,1.7880752717792436,3,0.7076758258639,2.66813124230935,2.213623774284855,1.7880752717792436,3
