strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,composite,net_return,max_drawdown,time_in_range,episode_count,rebalance_count,total_fees,total_transaction_cost,fee_to_transaction_cost_ratio,total_price_impact_cost,final_value,divergent_loss
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.005,-0.02,0.0,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.005,-0.02,0.02,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.005,-0.02,0.05,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.005,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.01,-0.02,0.0,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.01,-0.02,0.02,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.01,-0.02,0.05,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.06,0.01,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.004465227867907399,0.014475302699377357,0.010010074831469958,0.9982773471145564,2,1,15.026344499135647,1.4306510365311833,10.503151443254222,0.24023134541680236,1217.3703632392528,0.014475302699377357
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.01,-0.02,0.0,,1,spot,100.0,1200.0,,,False,0.004450644632337601,0.014460719463807559,0.010010074831469958,0.9982773471145564,2,1,14.908466395640234,1.3771216326052418,10.82581671993371,0.23621056876442026,1217.352863356569,0.014460719463807559
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.01,-0.02,0.02,,1,spot,100.0,1200.0,,,False,0.004450644632337601,0.014460719463807559,0.010010074831469958,0.9982773471145564,2,1,14.908466395640234,1.3771216326052418,10.82581671993371,0.23621056876442026,1217.352863356569,0.014460719463807559
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.01,-0.02,0.05,,1,spot,100.0,1200.0,,,False,0.004450644632337601,0.014460719463807559,0.010010074831469958,0.9982773471145564,2,1,14.908466395640234,1.3771216326052418,10.82581671993371,0.23621056876442026,1217.352863356569,0.014460719463807559
paper,fixed_pct_width,spot,1.5,0.99,0.5,False,5.0,0.05,,0.04,0.01,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.004450644632337601,0.014460719463807559,0.010010074831469958,0.9982773471145564,2,1,14.908466395640234,1.3771216326052418,10.82581671993371,0.23621056876442026,1217.352863356569,0.014460719463807559
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.02,,0.12,0.005,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.0043573022381520644,0.01588183453512615,0.011524532296974085,0.9302325581395349,26,25,29.278614175395397,4.729803913487054,6.190238477309242,0.29489410650743436,1219.0582014421514,0.01588183453512615
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.02,,0.08,0.005,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.004357032717197843,0.015881565014171928,0.011524532296974085,0.9302325581395349,26,25,29.27895523160404,4.729442708767489,6.190783361711183,0.29489359117084574,1219.0578780170063,0.015881565014171928
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.02,,0.1,0.005,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.004357032717197843,0.015881565014171928,0.011524532296974085,0.9302325581395349,26,25,29.27895523160404,4.729442708767489,6.190783361711183,0.29489359117084574,1219.0578780170063,0.015881565014171928
paper,fixed_pct_width,ewma,1.5,0.99,0.5,False,5.0,0.02,,0.06,0.005,-0.02,0.1,,1,spot,100.0,1200.0,,,False,0.00435700838975445,0.015881540686728535,0.011524532296974085,0.9302325581395349,26,25,29.27928087579449,4.729094864485478,6.191307578893336,0.2948932162708345,1219.0578488240742,0.015881540686728535
