sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,train_composite,train_net_return,train_sortino,train_calmar,train_omega,train_max_drawdown,train_time_in_range,train_rebalance_cost_ratio,train_win_rate,train_profit_factor,train_cvar_5,train_return_skew,train_total_fees,train_rebalance_count,train_final_value,val_composite,val_net_return,val_sortino,val_calmar,val_omega,val_max_drawdown,val_time_in_range,val_rebalance_cost_ratio,val_win_rate,val_profit_factor,val_cvar_5,val_return_skew,val_total_fees,val_rebalance_count,val_final_value
2.75,0.95,0.7,False,5.0,-0.0235121647455488,0.00280231596806102,0.22665678277390156,0.5024965294850551,1.0301505399753008,0.02631448071360982,0.967984934086629,2.069967921221548,0.5742574257425742,1.0301505399753008,0.012040318154652608,-0.5575680612218177,0.5971095500415616,6,200.5604631936122,-0.06377801688013324,-0.020232118137622157,-0.9958289995551464,-2.1999577645969413,0.8619351862693825,0.04354589874251109,0.9182561307901907,6.319774118258193,0.5753424657534246,0.8619351862693825,0.019085050950811994,-2.530427766032693,0.456082450458668,14,195.95357637247557
3.0,0.975,0.7,False,15.0,-0.02384407335797375,0.0006249733268948177,0.0907441040092911,0.20012484473044106,1.011747784200391,0.02446904668486857,0.9491525423728814,2.8892182277849634,0.5544554455445545,1.011747784200391,0.010868848443439317,-0.497753080249639,0.42778351916893553,6,200.12499466537898,-0.03566446832795801,-0.00783481024999022,-0.47199377542375914,-1.2670915417706259,0.937762394232865,0.027829658077967792,0.9100817438692098,4.3893042157937385,0.547945205479452,0.937762394232865,0.015788315679767462,-1.9049167002953165,0.6098400153090174,13,198.43303795000196
3.0,0.975,0.8,False,10.0,-0.023927555710144578,0.00236670740434608,0.1920179767604985,0.46789338134032665,1.024507191939985,0.02629426311449066,0.9623352165725048,2.839513864232354,0.5643564356435643,1.024507191939985,0.012870542424148423,-0.4637920881657779,0.43527917448431114,6,200.4733414808692,-0.05391151777385173,-0.019218988048597563,-1.0179618404545718,-2.6323041544562726,0.8673010097483744,0.03469252972525417,0.8991825613079019,8.927981042894682,0.5342465753424658,0.8673010097483744,0.018985507796529594,-1.982209636696061,0.530311461632527,23,196.1562023902805
3.0,0.95,0.7,False,3.0,-0.025441081843933396,-0.0019607503620266975,-0.08326488317308481,-0.19720863892452084,0.9886278865534212,0.0234803314819067,0.9830508474576272,2.4037389401546294,0.5742574257425742,0.9886278865534212,0.010092492742407488,-1.8106571265483198,0.5142152766913067,6,199.60784992759466,-0.05070425113525839,-0.015381313034276145,-0.8537164023290721,-2.049992823191328,0.8872150363751407,0.03532293810098224,0.9400544959128065,5.856824483183405,0.5753424657534246,0.8872150363751407,0.017158558149952374,-2.1357663825579722,0.45698737440054316,13,196.92373739314476
2.75,0.975,0.8,False,15.0,-0.025490035667227285,0.001456311697641155,0.14124314450207157,0.32602992136136477,1.0181934537899568,0.02694634736486844,0.9529190207156308,2.6411473700855264,0.5544554455445545,1.0181934537899568,0.012536078004930928,-0.48137167227926486,0.46796374370806787,6,200.29126233952823,-0.05400075552611863,-0.020615565640229372,-1.086719580077978,-2.944189560308087,0.862790394150074,0.03338518988588926,0.8610354223433242,8.785199161203929,0.5616438356164384,0.862790394150074,0.018611515500516318,-1.7352695423673306,0.4921101383831554,21,195.87688687195413
2.75,0.95,0.7,False,10.0,-0.02557602126627167,-0.002886041123091543,-0.15623597578941587,-0.36339481035168913,0.9785475451243896,0.022689980143180126,0.9736346516007532,2.2719690059086295,0.5742574257425742,0.9785475451243896,0.00948315808632887,-1.8995937642120166,0.5440280174213428,6,199.42279177538168,-0.04870214902797597,-0.014800802066422425,-0.8478803087899207,-2.057127224795214,0.8874304358484686,0.033901346961553544,0.9182561307901907,4.734547025456306,0.5753424657534246,0.8874304358484686,0.016550125231353723,-2.1203486156709985,0.4783512994856336,11,197.03983958671552
3.0,0.975,0.8,False,5.0,-0.025837787152244465,0.001397738677247462,0.13717976365934453,0.3239929564844338,1.017456647743541,0.027235525829491927,0.9623352165725048,3.3157904909779887,0.5643564356435643,1.017456647743541,0.012870542424148423,-0.4612780170106525,0.43487609620218454,7,200.27954773544948,-0.05647952284247452,-0.02126151054350711,-1.1349972678660265,-2.890190496804073,0.851234670708323,0.035218012298967406,0.9046321525885559,9.609832970863769,0.5342465753424658,0.851234670708323,0.01898550779652956,-1.9980011979378653,0.5354943651721286,25,195.74769789129857
3.0,0.95,0.7,False,5.0,-0.026128863268340168,0.0018797146895159766,0.16302477331997364,0.37738473321308696,1.0213994555093788,0.028008577957856145,0.9736346516007532,1.9068512807997773,0.5742574257425742,1.0213994555093788,0.01330237146672295,-0.5963853144795842,0.5401655886790617,5,200.3759429379032,-0.0486223982132239,-0.013301614557428398,-0.7383042668977406,-1.7536568036646132,0.9019292900017286,0.0353207836557955,0.9318801089918256,4.948534486662695,0.5753424657534246,0.9019292900017286,0.01681528717324443,-2.164249979646692,0.4576685193054296,11,197.33967708851432
3.0,0.95,0.6,False,15.0,-0.02690014375163327,-0.00030887755091524305,0.028217222928749317,0.05797720846610432,1.0037740494446905,0.026591266200718028,0.9698681732580038,1.94913670602234,0.5742574257425742,1.0037740494446905,0.011264089446290093,-0.6467578015532204,0.528431691940025,5,199.93822448981695,-0.05126548231202293,-0.0159080036855328,-0.8990827130565197,-2.127098871457506,0.877602002602184,0.03535747862649013,0.9128065395095368,3.2445682942488894,0.547945205479452,0.877602002602184,0.016870652502804468,-2.288988781715969,0.507773972482847,8,196.81839926289345
3.0,0.975,0.8,False,15.0,-0.027419426832445994,0.0008178431425995836,0.10506699328907781,0.2447182595992977,1.0133791944199875,0.028237269975045578,0.9566854990583804,2.9168055055119892,0.5643564356435643,1.0133791944199875,0.013178765620867417,-0.4493352538669141,0.42374218717647794,6,200.16356862851993,-0.056814172579863355,-0.02212572761065057,-1.1417348026897793,-3.047622453549723,0.8578565103148701,0.034688444969212785,0.8801089918256131,8.407873110585289,0.547945205479452,0.8578565103148701,0.018641529709563898,-1.7510886905200358,0.48971600901302503,20,195.57485447786988
