pool,strategy,method,windows,mean_validation_net_return_pct,median_validation_net_return_pct,sum_validation_net_return_pct,min_validation_net_return_pct,max_validation_net_return_pct,positive_window_rate_pct,worst_max_drawdown_pct,total_validation_fees_usd,total_validation_transaction_cost_usd,total_validation_rebalances
uni_base,ewma,Base EWMA,19,-0.027428732016566357,0.003844813275355463,-0.5211459083147608,-0.66722423537292,0.25868753078648,52.63157894736842,0.56590508845436,40.43713388953327,34.66788820260492,101
uni_base,paper,Base Paper,19,0.0039984999880094746,0.03700164660924,0.07597149977218001,-0.62317961593713,0.40561239145496997,63.1578947368421,0.35564923145085997,36.09530226520776,27.005459106824425,11
uni_bsc,ewma,BSC EWMA,17,-0.24217771042318414,-0.11167099992868,-4.1170210771941305,-1.44749241928354,0.042790445653800004,5.88235294117647,1.1280710379187,6.2416038931999935,26.64399867258996,45
uni_bsc,paper,BSC Paper,17,-0.1261073856727947,-0.08754776085204,-2.14382555643751,-0.63955817421141,0.08811380451956001,17.647058823529413,0.5158480223235501,3.2822276421863537,11.881493336570752,5
