strategy_mode,range_mode,center_mode,sd_multiplier,ewma_lambda,downside_skew,preemptive_rebalance,rebalance_threshold_pct,fixed_width_pct,fixed_tick_width,harvest_upward_range_fraction,profit_take_return,stop_loss_return,out_of_range_overshoot_fraction,min_exit_swap_volume_usd,exit_confirmation_swaps,exit_price_mode,exit_price_min_swap_volume_usd,initial_capital_usd,mint_gas_usd,remove_gas_usd,unwind_to_cash_on_exit,valid_window_count,robust_validation_score,mean_validation_net_return,median_validation_net_return,min_validation_net_return,worst_window_max_drawdown,worst_window_divergent_loss,positive_window_rate,validation_top_rank_rate,windows_won,mean_validation_total_fees,mean_validation_total_transaction_cost,mean_validation_fee_to_tx_cost_ratio,mean_validation_rebalance_count,eligible
ewma,volatility,ewma,2.25,0.99,0.5,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.75,0.975,0.7,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,3.0,0.99,0.7,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.25,0.975,0.5,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.25,0.975,0.6,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.5,0.975,0.5,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.5,0.975,0.6,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,1.5,0.975,0.7,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.001482232056876092,0.0008393743586798674,0.0008393743586798674,0.0008393743586798674,0.0,0.0008393743586798674,1.0,0.0,0,0.23621409366735407,0.28750930669596614,0.8215876431337388,0.0,False
ewma,volatility,ewma,0.75,0.95,0.5,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,1.0,0.95,0.5,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,1.0,0.95,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.75,0.95,0.7,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.75,0.95,0.6,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.5,0.95,0.8,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.75,0.95,0.3,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.75,0.95,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,1.0,0.95,0.3,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.5,0.95,0.7,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.5,0.95,0.5,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,0.5,0.95,0.6,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,0.0013336733395668914,0.0005664323893679324,0.0005664323893679324,0.0005664323893679324,0.0,0.0005664323893679324,1.0,0.0,0,0.3634181084283469,0.2973010983629991,1.2223907359555737,1.0,True
ewma,volatility,ewma,2.75,0.975,0.7,True,1.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,0.0008016798790120237,0.0008484933703267195,0.0008484933703267195,-0.00017410995585553923,0.0,-0.00017410995585553923,0.5,0.0,0,0.7384725027755338,0.39556994942474455,1.8668569335194785,2.0,True
ewma,volatility,ewma,2.75,0.975,0.7,False,1.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,0.0008016798790120237,0.0008484933703267195,0.0008484933703267195,-0.00017410995585553923,0.0,-0.00017410995585553923,0.5,0.0,0,0.7384725027755338,0.39556994942474455,1.8668569335194785,2.0,True
ewma,volatility,ewma,2.75,0.975,0.7,False,3.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,0.0008016798790120237,0.0008484933703267195,0.0008484933703267195,-0.00017410995585553923,0.0,-0.00017410995585553923,0.5,0.0,0,0.7384725027755338,0.39556994942474455,1.8668569335194785,2.0,True
ewma,volatility,ewma,2.75,0.975,0.7,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,0.0008016798790120237,0.0008484933703267195,0.0008484933703267195,-0.00017410995585553923,0.0,-0.00017410995585553923,0.5,0.0,0,0.7384725027755338,0.39556994942474455,1.8668569335194785,2.0,True
ewma,volatility,ewma,0.5,0.95,0.4,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,0.0002358368258100098,0.0002463815440447159,0.0002463815440447159,-7.366930127850058e-05,9.424670038703792e-05,-7.366930127850058e-05,0.5,0.0,0,0.40923933395708395,0.3334188516187253,1.2274031056440136,0.5,True
ewma,volatility,ewma,3.0,0.975,0.7,False,15.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,2,9.127237310951528e-05,0.00037135165899554456,0.00037135165899554456,-0.00017410995585553923,0.0,-0.00017410995585553923,0.5,0.0,0,0.5723162846291785,0.4407584376503907,1.2984806091974113,2.0,True
ewma,volatility,ewma,0.5,0.99,0.4,False,5.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,-0.00012765129691340093,-7.366930127850058e-05,-7.366930127850058e-05,-7.366930127850058e-05,9.424670038703792e-05,-7.366930127850058e-05,0.0,1.0,1,0.455060559485821,0.36953660487445156,1.231435677773859,0.0,False
ewma,volatility,ewma,0.5,0.99,0.4,False,10.0,,,,,,,,1,spot,100.0,450.0,0.015,0.015,False,1,-0.00012765129691340093,-7.366930127850058e-05,-7.366930127850058e-05,-7.366930127850058e-05,9.424670038703792e-05,-7.366930127850058e-05,0.0,0.0,0,0.455060559485821,0.36953660487445156,1.231435677773859,0.0,False
